A:
-0.00151  0.0124    -0.00194  0.000966  -0.000351 -0.00128  0.000902  0.00136   
0.00181   0.00145   0.00882   -0.000238 -0.000102 4.64e-05  0.00125   0.000771  
0.00179   0.00149   0.00019   0.00827   2.83e-05  -0.000478 -0.000536 -0.000916 
-2.48e-05 0.000889  -0.00113  0.00117   0.00808   -0.000279 -0.000799 -0.00118  
5.38e-05  -0.000583 0.00141   0.00053   -1.88e-05 0.0081    0.000191  -0.00095  
-0.000439 -0.0021   -0.00127  -0.000394 0.00117   -0.000767 0.011     -0.0004   
-0.000772 0.000817  -0.000858 -0.000994 0.00095   -0.000111 -0.00197  0.0112    
error:8.483311830786988e-10error_ans1.9665411954474824e-14
A:
73    -6    -12   -5    5     15    -2    1     
7     117   -1    6     11    10    -2    -6    
13    -16   89    -13   -6    -7    10    -2    
-10   -9    -13   88    4     -9    8     16    
13    3     12    -2    114   -13   4     -2    
4     -8    10    3     -16   90    -12   -11   
-15   1     -6    4     4     -16   108   -14   
-9    15    4     -2    15    5     4     111   
A_T:
0.0135    0.00103   0.00236   0.0011    -0.000849 -0.00221  -0.000229 -0.000445 
-0.000614 0.00839   0.000159  -0.000564 -0.000958 -0.00102  7.68e-05  0.000434  
-0.00227  0.00153   0.0109    0.0014    0.000653  0.0011    -0.00103  8.85e-05  
0.000744  0.00144   0.00173   0.0115    -0.000119 0.00093   -0.000808 -0.00157  
-0.00134  -0.000462 -0.00159  -0.000114 0.00896   0.00141   -6.34e-05 0.000268  
-0.000239 0.000277  -0.00154  -0.000644 0.00128   0.0113    0.00135   0.00139   
0.00192   2.17e-05  0.000706  -0.000234 -0.000369 0.00124   0.00935   0.00133   
0.0014    -0.00103  6.74e-05  0.000376  -0.00122  -0.000807 -0.000395 0.00874   
A_T_ans:
0.0135    0.00103   0.00236   0.0011    -0.000849 -0.00221  -0.000229 -0.000445 
-0.000614 0.00839   0.000159  -0.000564 -0.000958 -0.00102  7.68e-05  0.000434  
-0.00227  0.00153   0.0109    0.0014    0.000653  0.0011    -0.00103  8.85e-05  
0.000744  0.00144   0.00173   0.0115    -0.000119 0.00093   -0.000808 -0.00157  
-0.00134  -0.000462 -0.00159  -0.000114 0.00896   0.00141   -6.34e-05 0.000268  
-0.000239 0.000277  -0.00154  -0.000644 0.00128   0.0113    0.00135   0.00139   
0.00192   2.18e-05  0.000706  -0.000234 -0.000369 0.00124   0.00935   0.00133   
0.0014    -0.00103  6.74e-05  0.000376  -0.00122  -0.000807 -0.000395 0.00874   
error:7.212612729290413e-10error_ans7.793861985366204e-14
A:
89    -11   14    10    11    13    -2    14    
10    77    16    1     13    0     -14   -1    
1     -13   84    10    9     3     3     -3    
-13   5     1     102   14    -15   -12   6     
12    -6    -1    2     63    -3    -11   5     
-2    -15   12    15    -9    98    -4    -6    
-13   -1    6     -8    6     12    120   10    
-8    -14   0     10    2     13    -9    96    
A_T:
0.0112    0.000626  -0.0018   -0.000539 -0.00183  -0.00134  -8.42e-05 -0.00162  
-0.0008   0.0123    -0.00233  0.000324  -0.00227  -2.08e-05 0.00132   0.000132  
-0.000263 0.00185   0.0117    -0.0011   -0.00183  -0.000584 -0.000334 0.000586  
0.00183   -0.00053  -0.00057  0.00968   -0.00215  0.0012    0.000735  -0.000785 
-0.0021   0.00101   0.000147  -4.81e-05 0.016     0.000653  0.00151   -0.000626 
-0.000228 0.00193   -0.00177  -0.00132  0.00153   0.00998   0.000648  0.000557  
0.0014    -0.000333 -0.000646 0.000842  -0.00115  -0.000925 0.0082    -0.00113  
0.000828  0.00159   -0.000255 -0.000747 -0.000908 -0.00169  0.000757  0.0102    
A_T_ans:
0.0112    0.000626  -0.0018   -0.000539 -0.00183  -0.00134  -8.43e-05 -0.00162  
-0.0008   0.0123    -0.00233  0.000324  -0.00227  -2.08e-05 0.00132   0.000132  
-0.000263 0.00185   0.0117    -0.0011   -0.00183  -0.000584 -0.000334 0.000586  
0.00183   -0.00053  -0.000571 0.00968   -0.00215  0.0012    0.000735  -0.000785 
-0.0021   0.00101   0.000147  -4.81e-05 0.016     0.000653  0.00151   -0.000626 
-0.000228 0.00193   -0.00177  -0.00132  0.00153   0.00998   0.000648  0.000557  
0.0014    -0.000333 -0.000646 0.000842  -0.00115  -0.000925 0.0082    -0.00113  
0.000828  0.00159   -0.000255 -0.000747 -0.000908 -0.00169  0.000757  0.0102    
error:5.922089485466131e-10error_ans2.1079663760443915e-14
A:
114   -7    -4    -8    -16   10    14    -2    
-2    117   14    -12   -10   11    -4    -8    
-10   13    85    -6    -14   15    -6    3     
0     2     -3    114   11    14    13    15    
-5    5     13    -10   85    6     -2    14    
-5    -10   7     10    -13   97    -15   12    
-8    -15   3     13    -12   0     82    -15   
-12   -12   8     -16   1     -8    -7    104   
A_T:
0.00865   3.84e-05  0.000451  0.00101   0.00114   -0.0012   -0.00182  -0.000266 
7.37e-05  0.00866   -0.00145  0.00104   0.00052   -0.000899 3.74e-05  0.000598  
0.000966  -0.00157  0.0121    0.000767  0.0016    -0.00204  0.000141  -0.000521 
-0.000302 -0.000656 0.000918  0.00873   -0.00153  -0.0013   -0.00168  -0.00123  
0.000149  -0.000584 -0.00138  0.000731  0.0113    -0.000669 -0.000254 -0.00159  
0.000478  0.00114   -0.00133  -0.000987 0.00198   0.0103    0.00188   -0.000904 
0.00107   0.00189   -0.00121  -0.000762 0.00204   -5.42e-06 0.0123    0.00182   
0.000994  0.00124   -0.00107  0.00139   1.39e-05  0.000511  0.000504  0.00957   
A_T_ans:
0.00865   3.84e-05  0.000451  0.00101   0.00114   -0.0012   -0.00182  -0.000266 
7.38e-05  0.00866   -0.00145  0.00104   0.00052   -0.000899 3.75e-05  0.000598  
0.000966  -0.00157  0.0121    0.000767  0.0016    -0.00204  0.000141  -0.000521 
-0.000302 -0.000656 0.000918  0.00873   -0.00153  -0.0013   -0.00168  -0.00123  
0.000149  -0.000584 -0.00138  0.000731  0.0113    -0.000669 -0.000254 -0.00159  
0.000478  0.00114   -0.00133  -0.000987 0.00198   0.0103    0.00188   -0.000904 
0.00107   0.00189   -0.00121  -0.000762 0.00204   -5.43e-06 0.0123    0.00182   
0.000994  0.00124   -0.00107  0.00139   1.4e-05   0.000511  0.000504  0.00957   
error:8.119691585761757e-10error_ans4.0646793905393204e-14
A:
92    -1    9     -9    -15   -1    11    1     
-3    80    12    2     2     6     11    5     
8     4     85    -10   6     12    -9    5     
14    5     6     123   -7    -11   -12   10    
10    6     -2    -12   88    14    -8    6     
-6    8     9     -2    0     123   -2    -15   
-3    10    5     -10   3     -10   73    -11   
13    15    -11   -9    12    -7    7     80    
A_T:
0.0107    0.000279  -0.00115  0.000729  0.00207   -0.00013  -0.0014   -0.000542 
0.000696  0.0132    -0.00182  -0.000582 0.000128  -0.000779 -0.00231  -0.00112  
-0.000992 -0.000611 0.0118    0.000895  -0.00086  -0.000841 0.00178   -0.000645 
-0.00108  -0.000723 -0.000612 0.00817   0.000545  0.000859  0.00168   -0.000574 
-0.00134  -0.000908 0.000348  0.00111   0.0113    -0.00108  0.00186   -0.000881 
0.000299  -0.00115  -0.000571 0.000256  -9.71e-05 0.00839   0.000158  0.00167   
7.24e-05  -0.00234  -0.000476 0.00127   -0.000587 0.00161   0.014     0.00228   
-0.0019   -0.00245  0.00202   0.000777  -0.00207  0.000904  -0.00039  0.0127    
A_T_ans:
0.0107    0.000279  -0.00115  0.000729  0.00207   -0.00013  -0.0014   -0.000542 
0.000696  0.0132    -0.00182  -0.000582 0.000128  -0.000779 -0.00231  -0.00112  
-0.000992 -0.000611 0.0118    0.000895  -0.00086  -0.000841 0.00178   -0.000645 
-0.00108  -0.000723 -0.000612 0.00817   0.000545  0.000859  0.00168   -0.000574 
-0.00134  -0.000908 0.000348  0.00111   0.0113    -0.00108  0.00186   -0.000881 
0.000299  -0.00115  -0.000571 0.000256  -9.71e-05 0.00839   0.000158  0.00167   
7.25e-05  -0.00234  -0.000476 0.00127   -0.000587 0.00161   0.014     0.00228   
-0.0019   -0.00245  0.00202   0.000777  -0.00207  0.000904  -0.00039  0.0127    
error:6.984848255342513e-10error_ans1.770668743237873e-13
A:
110   10    -16   4     7     4     5     -6    
-13   63    0     5     6     -1    10    -13   
-5    -6    124   -3    -8    13    7     -3    
14    -12   2     113   2     15    10    -7    
-14   -5    -6    -1    123   -13   -8    -4    
-9    15    -6    -8    2     64    0     -14   
-6    -9    -8    2     8     5     72    -16   
14    -6    0     -13   9     -11   16    115   
A_T:
0.00887   -0.00128  0.00106   -0.000256 -0.000331 -0.000726 -0.000576 0.00015   
0.00148   0.0151    2.32e-05  -0.000478 -0.000762 0.000544  -0.00255  0.00144   
0.000361  0.000987  0.00801   7.99e-05  0.000529  -0.00146  -0.000906 5.83e-05  
-0.00116  0.00202   -0.000471 0.00872   -0.000104 -0.00171  -0.00144  0.000275  
0.00112   0.000345  0.000632  0.000201  0.00798   0.00145   0.000526  0.000654  
0.000481  -0.00328  0.000756  0.00142   -0.000192 0.0153    -0.000223 0.00159   
0.000559  0.00215   0.000811  -0.000182 -0.00105  -0.00102  0.013     0.00192   
-0.00125  0.000534  -0.000271 0.00114   -0.000508 0.00142   -0.00209  0.00862   
A_T_ans:
0.00887   -0.00128  0.00106   -0.000256 -0.000331 -0.000726 -0.000576 0.00015   
0.00148   0.0151    2.33e-05  -0.000478 -0.000762 0.000544  -0.00255  0.00144   
0.000361  0.000987  0.00801   7.99e-05  0.000529  -0.00146  -0.000906 5.83e-05  
-0.00116  0.00202   -0.000471 0.00872   -0.000104 -0.00171  -0.00144  0.000275  
0.00112   0.000345  0.000632  0.000201  0.00798   0.00145   0.000526  0.000654  
0.000481  -0.00328  0.000756  0.00142   -0.000192 0.0153    -0.000223 0.00159   
0.000559  0.00215   0.000811  -0.000182 -0.00105  -0.00102  0.013     0.00192   
-0.00125  0.000534  -0.000271 0.00114   -0.000508 0.00142   -0.00209  0.00862   
error:7.725624584509205e-10error_ans9.031375175046254e-15
A:
76    -4    -6    -6    5     3     -4    9     
3     74    3     15    11    13    3     -8    
7     15    114   10    6     -9    -6    -13   
-13   7     -2    68    15    -4    -6    5     
-4    -3    4     -10   83    -16   8     15    
3     -14   -12   7     -2    82    -16   4     
-10   15    15    -4    -1    4     77    2     
-9    9     9     6     1     15    13    100   
A_T:
0.0132    0.000272  0.000643  0.00105   -0.00106  -0.000481 0.000985  -0.000981 
-0.000978 0.0134    -0.000623 -0.00308  -0.00122  -0.00276  -0.00157  0.00156   
-0.000754 -0.00178  0.00869   -0.00113  -0.000125 0.000956  0.00065   0.00108   
0.0026    -0.00167  0.000394  0.015     -0.00263  0.000472  0.00189   -0.000728 
0.000447  0.00112   5.78e-05  0.00139   0.0117    0.00252   -0.000285 -0.00186  
-0.000591 0.00177   0.000849  -0.00159  0.000345  0.0119    0.00232   -0.000191 
0.0022    -0.00238  -0.0015   0.00185   0.000123  -0.00023  0.0133    -0.000951 
0.00099   -0.000892 -0.000626 -0.000441 -7.75e-07 -0.0017   -0.00202  0.00989   
A_T_ans:
0.0132    0.000272  0.000643  0.00105   -0.00106  -0.000481 0.000985  -0.000981 
-0.000978 0.0134    -0.000623 -0.00308  -0.00122  -0.00276  -0.00157  0.00156   
-0.000754 -0.00178  0.00869   -0.00113  -0.000125 0.000956  0.00065   0.00108   
0.0026    -0.00167  0.000394  0.015     -0.00263  0.000472  0.00189   -0.000728 
0.000447  0.00112   5.78e-05  0.00139   0.0117    0.00252   -0.000285 -0.00186  
-0.000591 0.00177   0.000849  -0.00159  0.000345  0.0119    0.00232   -0.000191 
0.0022    -0.00238  -0.0015   0.00185   0.000123  -0.00023  0.0133    -0.000951 
0.00099   -0.000892 -0.000626 -0.000441 -8.19e-07 -0.0017   -0.00202  0.00989   
error:6.40007158381195e-10error_ans2.0840600924196846e-11
A:
109   -16   0     -15   -15   16    13    13    
5     123   -5    -2    -6    -12   -7    -8    
-9    -4    124   2     14    12    -9    16    
-4    15    9     70    -7    12    15    -2    
-4    13    3     -1    127   -4    2     11    
12    -6    6     -4    15    67    9     9     
-15   12    2     1     -13   -2    79    9     
2     3     15    4     8     -10   6     92    
A_T:
0.00937   0.000872  0.000126  0.00198   0.00146   -0.00257  -0.00149  -0.001    
-0.000453 0.00805   0.00016   0.000184  0.000155  0.00159   0.000547  0.000512  
0.00105   0.000283  0.00834   -5.03e-05 -0.000352 -0.00189  0.00115   -0.00146  
0.000442  -0.00168  -0.00103  0.0142    0.000856  -0.00269  -0.00281  0.000716  
0.000292  -0.000771 -0.000116 0.000224  0.00792   8.6e-05   -0.000306 -0.00101  
-0.00201  0.00077   -0.000596 0.000512  -0.00202  0.0153    -0.00141  -0.000652 
0.0019    -0.00115  -7.62e-05 0.000292  0.00162   -0.000486 0.0123    -0.0017   
-0.000747 -2.91e-05 -0.00137  -0.000642 -0.00103  0.00212   -0.00098  0.0112    
A_T_ans:
0.00937   0.000872  0.000126  0.00198   0.00146   -0.00257  -0.00149  -0.001    
-0.000453 0.00805   0.00016   0.000184  0.000155  0.00159   0.000547  0.000513  
0.00105   0.000283  0.00834   -5.04e-05 -0.000352 -0.00189  0.00115   -0.00146  
0.000442  -0.00168  -0.00103  0.0142    0.000856  -0.00269  -0.00281  0.000716  
0.000292  -0.000772 -0.000116 0.000224  0.00792   8.6e-05   -0.000306 -0.00101  
-0.00201  0.00077   -0.000596 0.000512  -0.00202  0.0153    -0.00141  -0.000652 
0.0019    -0.00115  -7.63e-05 0.000292  0.00162   -0.000486 0.0123    -0.0017   
-0.000747 -2.91e-05 -0.00137  -0.000642 -0.00103  0.00212   -0.00098  0.0112    
error:8.615472779638367e-10error_ans1.6780404769881277e-14
A:
121   -7    -14   -7    -16   -11   -7    -10   
0     90    15    -16   13    -11   -8    13    
6     -11   87    16    -13   -13   -4    -3    
-6    -4    16    127   -2    9     -6    14    
11    -14   10    5     118   7     -4    -6    
1     4     8     -6    -10   79    -15   1     
-2    -9    -10   -16   -10   -14   106   12    
15    -7    16    -3    10    -3    15    76    
A_T:
0.00806   0.001     0.000701  0.000619  0.00119   0.00137   0.000802  0.000752  
0.000557  0.0108    -0.00152  0.0018    -0.000809 0.00135   0.00141   -0.00247  
-0.000744 0.00142   0.011     -0.00111  0.00116   0.00207   0.000714  0.00025   
0.000643  0.000291  -0.00101  0.00806   0.000182  -0.000927 0.000578  -0.00155  
-0.000705 0.00112   -0.00118  -7.89e-05 0.00804   -0.000805 0.000135  0.000307  
-2.02e-05 -0.00032  -0.00109  0.000865  0.00119   0.0125    0.00188   -0.000517 
0.000307  0.00116   0.000823  0.00134   0.00121   0.00182   0.0102    -0.00192  
-0.00133  0.00012   -0.00269  0.000374  -0.0018   -0.000377 -0.00212  0.013     
A_T_ans:
0.00806   0.001     0.000701  0.000619  0.00119   0.00137   0.000802  0.000752  
0.000557  0.0108    -0.00152  0.0018    -0.000809 0.00136   0.00141   -0.00247  
-0.000744 0.00142   0.011     -0.00111  0.00116   0.00207   0.000714  0.00025   
0.000643  0.000291  -0.00101  0.00806   0.000182  -0.000927 0.000578  -0.00155  
-0.000705 0.00112   -0.00118  -7.89e-05 0.00804   -0.000805 0.000135  0.000307  
-2.02e-05 -0.00032  -0.00109  0.000865  0.00119   0.0125    0.00188   -0.000517 
0.000307  0.00116   0.000823  0.00134   0.00121   0.00182   0.0102    -0.00192  
-0.00133  0.00012   -0.00269  0.000374  -0.0018   -0.000377 -0.00212  0.013     
error:7.134453028356802e-10error_ans4.464839871436659e-14
A:
124   -3    -11   -11   -3    2     7     6     
-3    108   4     -10   5     -8    10    9     
13    -3    85    -8    3     15    2     -7    
10    4     -13   113   14    15    -15   -16   
-2    9     6     0     120   -3    -2    -8    
-15   7     11    -11   -14   123   -13   14    
-10   -15   -13   3     4     3     111   8     
-3    -3    -2    5     -5    -9    -11   119   
A_T:
0.0078    0.000167  0.0011    0.000837  3.13e-05  -0.000351 -0.00047  -0.000154 
0.000174  0.0091    -0.00043  0.000888  -0.000413 0.000494  -0.000717 -0.000641 
-0.00145  0.000408  0.0119    0.00056   -0.000534 -0.0014   -0.000163 0.000955  
-0.000912 7.43e-05  0.00165   0.00868   -0.00121  -0.0012   0.00116   0.00129   
0.000247  -0.000672 -0.000523 -7.69e-05 0.00843   0.000262  0.000278  0.000515  
0.00103   -0.000499 -0.000688 0.0008    0.000834  0.008     0.000963  -0.000897 
0.000519  0.00131   0.00141   2.57e-05  -0.000439 -0.000366 0.00873   -0.000612 
0.000352  0.000292  0.000203  -0.000252 0.000409  0.000613  0.00081   0.00824   
A_T_ans:
0.0078    0.000167  0.0011    0.000837  3.13e-05  -0.000351 -0.00047  -0.000154 
0.000174  0.0091    -0.00043  0.000888  -0.000413 0.000494  -0.000717 -0.000641 
-0.00145  0.000408  0.0119    0.00056   -0.000534 -0.0014   -0.000163 0.000955  
-0.000912 7.43e-05  0.00165   0.00868   -0.00121  -0.0012   0.00116   0.00129   
0.000247  -0.000672 -0.000523 -7.7e-05  0.00843   0.000262  0.000278  0.000515  
0.00103   -0.000499 -0.000688 0.0008    0.000834  0.008     0.000963  -0.000897 
0.000519  0.00131   0.00141   2.57e-05  -0.000439 -0.000367 0.00873   -0.000612 
0.000352  0.000292  0.000203  -0.000252 0.000409  0.000613  0.00081   0.00824   
error:1.3105143636948924e-09error_ans3.406555092775368e-14
A:
103   -5    3     12    9     -15   -14   2     
8     97    0     13    8     -9    2     -7    
5     3     111   15    -9    -1    15    5     
8     -14   11    106   11    -1    -15   -3    
-1    -1    -9    4     68    -2    -4    -15   
7     -1    -12   0     10    102   -8    -14   
11    0     4     4     -14   -13   115   6     
10    1     6     -4    -10   -3    -11   96    
A_T:
0.00957   0.000341  -0.000104 -0.00111  -0.00118  0.00153   0.00107   -0.000232 
-0.000793 0.0101    0.000104  -0.00109  -0.000969 0.000722  -0.000345 0.000689  
-0.000121 -0.000459 0.00928   -0.00125  0.00119   -0.00014  -0.00138  -0.000301 
-0.000971 0.00135   -0.00107  0.00955   -0.00146  0.000192  0.00122   0.000195  
-0.00017  -3.58e-06 0.00122   -0.000664 0.0154    0.000418  0.000523  0.00235   
-0.000897 8.52e-06  0.000918  3.06e-05  -0.000912 0.00977   0.00054   0.00122   
-0.000938 -5.97e-05 2.98e-07  -0.000286 0.0018    0.000991  0.00867   -0.00011  
-0.00117  -6.29e-05 -0.00046  0.000502  0.00178   0.000312  0.00109   0.0107    
A_T_ans:
0.00957   0.000341  -0.000104 -0.00111  -0.00118  0.00153   0.00107   -0.000232 
-0.000793 0.0101    0.000104  -0.00109  -0.000969 0.000722  -0.000345 0.000689  
-0.000121 -0.00046  0.00928   -0.00125  0.00119   -0.000141 -0.00138  -0.000301 
-0.000971 0.00135   -0.00107  0.00955   -0.00146  0.000192  0.00122   0.000195  
-0.00017  -3.6e-06  0.00122   -0.000664 0.0154    0.000418  0.000523  0.00235   
-0.000897 8.55e-06  0.000918  3.07e-05  -0.000912 0.00977   0.00054   0.00122   
-0.000938 -5.97e-05 3.11e-07  -0.000286 0.0018    0.000991  0.00867   -0.00011  
-0.00117  -6.29e-05 -0.00046  0.000502  0.00178   0.000312  0.00109   0.0107    
error:6.745679570485663e-10error_ans3.787023106748616e-14
A:
87    9     -10   9     -15   2     9     -14   
-12   103   -11   9     0     7     1     8     
15    -16   108   -10   10    -9    14    5     
-6    16    -5    119   12    1     -2    -15   
10    -6    -11   1     107   -16   -4    13    
5     16    -11   15    -6    85    4     1     
-11   -3    -1    14    -13   15    119   -13   
-4    5     11    -15   15    3     12    117   
A_T:
0.0109    -0.000782 0.000957  -0.00049  0.00125   0.000293  -0.00101  0.00101   
0.0011    0.01      0.00112   -0.000738 0.000174  -0.00063  -0.00021  -0.000735 
-0.00145  0.00125   0.00931   0.000743  -0.00115  0.000887  -0.000996 -0.000552 
0.000588  -0.0015   2.32e-05  0.0087    -0.00111  -0.000239 -5.95e-05 0.00141   
-0.00135  0.000697  0.00122   -0.000371 0.00942   0.00187   0.000335  -0.00133  
-0.00129  -0.00138  0.00103   -0.00127  0.000572  0.0122    -0.000376 -0.000477 
0.00104   0.000522  7.76e-05  -0.000827 0.00105   -0.00134  0.0083    0.000796  
0.000638  -0.000873 -0.00108  0.00122   -0.00133  -0.000492 -0.000824 0.00895   
A_T_ans:
0.0109    -0.000782 0.000957  -0.00049  0.00125   0.000293  -0.00101  0.00101   
0.0011    0.01      0.00112   -0.000738 0.000174  -0.00063  -0.00021  -0.000735 
-0.00145  0.00125   0.00931   0.000743  -0.00115  0.000887  -0.000996 -0.000552 
0.000588  -0.0015   2.33e-05  0.0087    -0.00111  -0.000239 -5.96e-05 0.00141   
-0.00135  0.000697  0.00122   -0.000371 0.00942   0.00187   0.000335  -0.00133  
-0.00129  -0.00138  0.00103   -0.00127  0.000572  0.0122    -0.000377 -0.000477 
0.00104   0.000522  7.77e-05  -0.000827 0.00105   -0.00134  0.0083    0.000796  
0.000638  -0.000873 -0.00108  0.00123   -0.00133  -0.000492 -0.000824 0.00895   
error:9.725447114306007e-10error_ans3.444102559687984e-14
A:
